279,"pal%C3%A6c,%20chi%C3%A6ng",centena
280,"kem%20%28M%29,%20kemp",ce%C3%B1ir
281,"metna%20%28B%29,%20menana%20%28B%29,%20m%C3%A4nana%20%28M%29","cerca,%20muy%20de%20cerca,%20cercano"
282,"metna%20%28B%29,%20m%C3%A4nana",cercano
283,javan,cerdo
284,"%C3%B1itu%20%28M%29%28C%29,%20%C3%B1itung%20%28C%29",cerebro
285,"pong,%20pongiio","cerro,%20piedra"
286,"japa%20%28M%29,%20lapa%20%28M%29%28B%29","cesto,%20canasto"
287,ssoj%20%28M%29,ciego
288,"sheim%20%28L%29,%20sh%C3%ADem%20%28V%29,%20kuij%20%28M%29,%20kusia,%20cu%C3%A7ia%20%28V%29",cielo
289,"pal%C3%A6c%20%28C%29,%20n%C3%A1page%20%28B%29,%20nap%C3%A6ss%20%28C%29",cien
290,"samissak%20%28M%29,%20samiss%C3%A4r%20%28M%29","ciencia,%20filosof%C3%ADa,%20conocimiento"
291,"na%20pal%C3%A6c%20%28C%29,%20napacher%20%28B%29",ciento
292,morai%C3%B1%20%28M%29,ciertamente
293,jomp%C3%A4k%20%28M%29,"cierto,%20seguro"
294,"xllom%20pecna%20p%C3%A6n%20%28C%29,%20jomp%C3%A4k%20%28M%29","cierto,%20verdad%0A-%20Por%20cierto,%20de%20versa%20=%20xllom%20p%C3%A6cna%20p%C3%A6n%20%28V%29"
295,"egmets%20%28Bas%29,%20%C3%A9ijmess%20%28B%29",cinco
296,orre%20%28B%29%28SCH%29,ciruela%20de%20fraile%20%28fruto%29
297,tsuk%20%28M%29,claro%20%28color%29
298,"kess%20%28M%29,%20queso%20%28C%29","clavar,%20fijar"
299,"m%C3%A4t,%20karrm","conocer,%20hervir"
300,"choll%20%28B%29,%20koch%20koch",cochayuyo
301,nino,cocina
302,"nin%20%28M%29,%20ni%C3%B1",cocinar
303,"noksi%20%28M%29,%20iam%20%28C%29",codicioso
304,motzh%C3%A6n%20%28C%29,codo
305,mac%C9%A5%20%28M%29,"coger,%20resumir"
306,quejtan,cojo
307,maneque%20%28Z%29,coito
308,sonsom,"cola,%20rabo"
309,chamass%C3%A4k%20%28M%29,c%C3%B3lera
310,"secfane%20%28K-H%29,%20sec%20secfane%20%28L%29%28Q%29","col%C3%A9rica,%20embarazada"
311,"ch%C3%A4tu,%20chetu","col%C3%A9rico,%20furioso"
312,kinde,colibr%C3%AD
313,pucho,"colilla%20de%20cigarro,%20sin%20valor,%20peque%C3%B1a%20cantidad"
314,"foj%20%28M%29,%20fojei%C3%B1%20%28M%29,%20kuts%20%28M%29","colocar,%20poner"
315,"cuyupe%20%28K%29,%20cucho","colorado,%20pleitista"
316,"manuk%20%28M%29,%20manur%20%28M%29",comedor
317,"man%20%28C%29%28M%29%28L%29%28K%29,%20secque%20%28B%29,%20xllon%20%28C%29",comer%0A-%20De%20comer%20=%20aian%20xllonquic%20%28V%29%0A-%20Has%20de%20comer%20=%20aiax%20xllonquic%20%28V%29%0A-%20Preparar%20comida%20=%20llong
318,funo,"comer%0A-%20No%20puede%20comer%20=%20%C3%A6nta%20funoic%20%28V%29%0A-%20T%C3%BA%20me%20das%20de%20comer%20=%20tzh%C3%A6ng%20ai%C3%B1%20funoquen%0A-%20Ya%20comieron%20=%20funo%20c%C9%A5%C3%A6m%20%28V%29%0A-%20Yo%20como%20=%20funei%C3%B1%0A-%20El%20que%20come%20=%20funop%C3%A6c%20%28V%29,%20funo%20p%C3%A6c%20%28V%29%0A-%20Soler%20comer%20=%20funo%20p%C3%A6c%20oi%C3%B1%20%28V%29%0A-%20Quiero%20comer%20=%20funo%20n%C3%A6m%20ei%C3%B1%20loc%0A-%20Est%C3%A1n%20comiendo%20=%20funo%20c%C9%A5%C3%A6m%20ang%20%28V%29"
319,"xllongquic,%20xllonquic",comida
320,%C2%BFem%3F%20%C2%BFemio%3F%20%28C%29%28M%29%20%C2%BFam%3F,%C2%BFc%C3%B3mo%3F%20%28pron.%20interr.%29
321,"nerr%C3%A6rr%20%28C%29,%20ners%20%28V%29",como%20a%20la%20oraci%C3%B3n%20%28loc.%20adv.%29
322,"emio%20%28V%29%28M%29,%20em%20%28C%29%28V%29","c%C3%B3mo,%20de%20qu%C3%A9%20manera"
323,em%20narna%20%28V%29,c%C3%B3mo%20es%20posible%20%28loc%29
324,"m%C3%A6n%20%28C%29%28V%29,%20m%C3%A4n%20%28M%29","c%C3%B3mo,%20por%20%28prep%29"
325,"can%20%28C%29,%20kan%20%28M%29","c%C3%B3mo,%20que%20%28conj.%29%28pron.%20relat.%29"
326,%C2%A1emio%21%20%28C%29,%C2%A1c%C3%B3mo%21%20%28admiraci%C3%B3n%29
327,"%C2%BFemer%20pokur%20tsan%3F%20%28WL%29,%20%C2%BFei%C3%B1%20%C3%A6%20poc%3F%20%28C%29",%C2%BFc%C3%B3mo%20te%20llamas%3F
328,moi%C3%B1%20m%C3%A6no%20%28V%29,como%20yo
329,machko%20ang,completa
330,"jir%20%28M%29,%20xillir%20%28C%29","completamente,%20absolutamente,%20totalmente"
331,machko,completar
332,tot%20%28V%29,"con,%20conmigo"
333,"len%20%28V%29,%20cionger",con%0A-%20Con%20%28ablativo%29%20=%20tana%20%28V%29
334,er,"con%20%28instrumento%29%28con%20palo,%20con%20piedra,%20...%29%0A-%20Con%20el%20palo%20me%20dio%20=%20puper%20of%20c%C3%A6tzhc%C3%A6do%20moi%C3%B1%20%28V%29"
335,fai%C3%B1%20t%C3%A6cna%20%28C%29,con%20mentira%20%28adv%29
336,%C3%B1or%20%28M%29,concebir%20un%20ni%C3%B1o
337,tscharya,concha
338,osincois%20%28L%29,conejo
339,confessar%20ei%C3%B1%20loc%20%28V%29,"confesar,%20me%20estoy%20confesando"
340,man%20%28M%29,conforme
341,"pol%20%28C%29,%20poj%20%28M%29",confundir
342,tot%20%28C%29,"conmigo,%20con"
343,"xamei%C3%B1,%20xamaz,%20xam%20adai%C3%B1%20%28V%29","conocer,%20quitar"
344,"samiss%C3%A4k%20%28M%29,%20samiss%C3%A4r%20%28M%29,%20samissk%C3%A4ro%20%28M%29",conocimiento
345,"%C2%BFich%C3%A9r%3F,%20%C2%BFecher%3F%20%28B%29",%C2%BFcon%20qu%C3%A9%3F
346,%C2%BFei%C3%B1%20len%20oz%3F,%C2%BFcon%20qui%C3%A9n%20est%C3%A1s%3F%0A-%20Con%20mi%20mujer%20=%20son%C3%A6ng%20len%20%28C%29
347,"ep%20kessek%20%28M%29,%20epk%C3%A4ssak%20%28M%29","consejo,%20est%C3%ADmulo,%20acicate"
348,"akissek%20%28M%29,%20akiss%C3%A4k","consideraci%C3%B3n,%20contemplaci%C3%B3n"
349,"ec%20%28C%29,%20ek%20%28M%29","considerar,%20creer,%20decir,%20nombrar"
350,mich%C3%A6c%20ang,"contesta,%20responde"
351,mich%C3%A6c,"contestar,%20responder"
352,tzhang%20len%20%28V%29,contigo
353,tot%20%28M%29,contra%20%28oposici%C3%B3n%29
354,xllip%C3%A6,conversaci%C3%B3n
355,"catenic%20%28KH-PK%29,%20catenique%20%28K%29",co%C3%B1o
356,shegi%20%28B%29,copo%20%28para%20hilar%29
357,%C3%BArrek,"coral%20pardo,%20remedio%20para%20bajar%20la%20leche%20materna"
358,"%C3%A7ets,%20c%C9%A5%C3%A6t%C3%A6ss%20%28C%29",coraz%C3%B3n
359,"jut%20%28M%29,%20jat",cortar
360,"jantu%20%28M%29,%20jatung%C3%B3%20%28M%29",corteza
361,jatop%20%28M%29,"corto,%20breve"
362,"c%C9%A5epuc%20%28C%29,%20chepuk%20%28M%29",corvas
363,"tzh%C3%A6c%C3%A6m%20%28C%29,%20tsokum%20%28M%29",correr%0A-%20La%20corrieron%20=%20cialam%20c%C9%A5%C3%A6m%0A-%20No%20puede%20correr%20=%20%C3%A6nta%20tzh%C3%A6c%C3%A6m%20%28V%29
364,"tzh%C3%A6c%C3%A6m,%20tsukumei%C3%B1",correr%0A-%20Yo%20corro%20=%20tzh%C3%A6c%C3%A6m%20ei%C3%B1%0A-%20Quiero%20correr%20=%20tzh%C3%A6c%C3%A6m%20n%C3%A6m%20ei%C3%B1%20loc%20%28V%29
365,xai%C3%B1g,"cosa,%20art%C3%ADculo"
366,"p%C3%A6i%C3%B1,%20poi%20az%20%28V%29","cosa,%20dar%20una%20cosa%0A-%20Cosa%20peque%C3%B1a%20=%20tzhuto,%20tzhutiio%0A-%20Cosa%20amada%20=%20c%C9%A5%C3%A6co%0A-%20Cosa%20tra%C3%ADda%20=%20metedo%20%28C%29"
367,"pe%C3%B1o,%20pe%C3%B1iio",cosa%20buena
368,siupei%C3%B1,coser
369,"sai%20%28M%29,%20saiei%C3%B1",costar
370,"laftec%20%28C%29,%20lastik%20%28M%29",costillas
371,chizc%C3%A6r,costumbre
372,chikaka%20%28M%29,cr%C3%A1neo
373,"Aiap%C3%A6c%20%28C%29,%20Aiap%C3%A4k%20%28M%29",creador
374,"ai%20%28M%29,%20ci%C3%A6p%20%28C%29",crear
375,m%C3%BCt%20%28M%29,crecer
376,llikss%C3%A4k%20%28M%29,"creencia,%20veneraci%C3%B3n"
377,"exei%C3%B1,%20ai%C3%A6p%20%28C%29,%20ek%20%28M%29","creer,%20decir"
378,s%C3%A4llpuch,crep%C3%BAsculo
379,sa%C3%B1%20%28M%29,cresta%20%28de%20ave%29
380,"yan%C3%A1%20%28C%29,%20iana%20%28M%29,%20yan%C3%A4ngo%20%28V%29","criado%20%28el%20criado%20familiar%29,%20sirviente"
381,"%C3%B1iest%20%28K%29,%20%C3%B1ess%20%28L%29",criatura
382,chopcoi%C3%B1,criticar
383,r%C3%A4m%20%28M%29,crudo
384,"exllec%20%28C%29%28V%29,%20cie%20%28V%29",cuando%20%28conj.%29%0A-%20Desde%20cuando%20=%20exllec%20ixna%20%28V%29
385,%C2%BFejek%3F%20%28M%29,%C2%BFcu%C3%A1ndo%3F%20%28pron.%20interr.%29
386,%C3%A6fxiass%20%28C%29%28V%29,cuantas%20veces
387,iching%20pochh%20%28B%29,cuanto%20vale
388,"nop%C3%A4t%20%28M%29,%20nopt%20%28B%29,%20nepete%20%28Q%29",cuatro
389,"%C3%B1ap%20%28M%29,%20nepei%C3%B1","cubrir,%20tapar"
390,"tevo%20%28L%29,%20tero%20%28Q%29,%20j%C3%BCn%20%28M%29,%20gin%20%28B%29,%20jime%20%28Kos%29",cuchara
391,"ajtarr%20%28M%29,%20cengque%20%28C%29","cuello,%20garganta"
392,kachi,cuerno
393,"c%C9%A5%C3%A6f%C3%A6t%20%28C%29,%20chuvet%20%28M%29,%20tsuv%C3%A4t%20%28M%29",culebra
394,%C3%B1angecuio%20c%C9%A5%C3%A6f%C3%A6t,culebra%20macho
395,"pot%20%28V%29,%20potes%20%28%28L%29,%20%C3%B1itir%20%28C%29%28M%29","culo,%20nalgas,%20asentaderas"
396,meip%20%28M%29,culpar
397,funep%20%28M%29,"cumbre,%20front%C3%B3n"
398,akik,cumplea%C3%B1os%0A-%20Vamos%20al%20cumplea%C3%B1os%20=%20%C3%A1mots%20okiken
399,"m%C3%A4chko%20%28M%29,%20mac%C9%A5co%20%28C%29","cumplir%0A-%20Cumplir,%20efectuar%20=%20m%C3%A4chko%0A-%20Cumplir,%20ajustar%20cuentas%20=%20mac%C9%A5%20cop%C3%A6%20coi%C3%B1%20%28V%29"
400,"pon%20%28C%29,%20poneio,%20ponen%20%28V%29","cu%C3%B1ado,%20cu%C3%B1ada"
401,"uish%20%28B%29,%20uiz%20quic%20%28C%29,%20usenic%20%28Q%29%28KH%29,%20use%20mique%20%28L%29",chacra%0A-%20Por%20la%20chacra%20=%20vizquic%20na%0A-%20Hacia%20la%20chacra%20=%20vizquic%20tot%20na%20%28V%29%0A-%20Vamos%20a%20la%20chacra%20=%20amoche%20uste%20nique%20%28V%29%0A-%20Voy%20a%20la%20chacra%20=%20vizquic%20oi%C3%B1%20t%C3%A6c%20%28V%29%0A-%20De%20la%20chacra%20=%20vizquic%20quich%20%28V%29
402,%C3%A1kis%20%28B%29,chamico
403,%C3%BAsek,chante
404,sanu,"chicoria,%20planta%20para%20bajar%20la%20fiebre"
405,"chumay%20%28RS%29,%20cocho%20%28Z%29,%20cosh%20%28V%29,%20cochi%20%28V%29%28C%29,%20coocho%20%28B%29",chicha
406,"cucho%20%28K%29,%20kocho%20%28M%29,%20cuchis%20%28KH-PK%29,%20cutzhio%20%28C%29,%20kurzio%20%28M%29",chicha
407,"chiclai%C3%A6p%20%28C%29,%20chaypi%20%28RS%29",Chiclayo%0A-%20Voy%20a%20Chiclayo%20=%20Chiclaiap%20oi%C3%B1%20t%C3%A6ca%20%28V%29
408,tsajven,chilco%20macho
409,kopjek,chilco%20hembra
410,"mid%20%28M%29,%20mideio%20%28M%29,%20mit%20%28B%29%28SCH%29",chinche
411,masa%20%28B%29%28SCH%29,chirimoya
412,ietki%20%28M%29,chispa%0A-%20De%20la%20chispa%20=%20ietking%C3%B3%20%28M%29
413,"ers%20%28L%29%28V%29,%20dserr%20%28B%29,%20manger",choclo
414,"chuc%C3%A6ss%20%28C%29,%20chuc%C3%A6ssio%20%28C%29",choquezuela
415,iactum%20%28C%29,"chucarrero,%20truh%C3%A1n"
416,"fichillco%20%28C%29,%20fichillko%20%28M%29","chunchulli%20%28chunchulas%29,%20tripillas"
417,m%C3%A9tan,dame
418,"met%20%28C%29%28L%29,%20poi%20%28M%29","dar,%20entregar%0A%20-Dadle%20con%20un%20palo%20=%20c%C3%A6tzhcan%20puper%20%28V%29"
419,"piyc%20%28C%29,%20met%20%28L%29%28V%29%28M%29","dar,%20regalar"
420,"poiei%C3%B1,%20poiaz%20%28V%29",dar%20una%20cosa
421,ich,de%20%28origen%29
422,oll%C3%A6c%20ich%20%28V%29,de%20adentro
423,ci%20nich%20%28C%29,de%20ah%C3%AD%20%28adv%29
424,aii%20nich%20%28C%29,de%20all%C3%AD%20%28adv%29
425,%C3%A6p%C3%A6cna%20%28V%29,de%20antes
426,mi%20nich%20%28C%29,de%20aqu%C3%AD
427,%C3%B1uchallo%20%28C%29,de%20aqu%C3%AD%20a%20un%20poco%20%28modo%20adv%29
428,olech%20tot%20ich%20%28V%29,de%20arriba
429,"ssec%C3%A6n,%20ssuk%20ich%20%28M%29,%20ssec%C3%A6n%20%28V%29",debajo
430,"secc%C3%A6n%20%28C%29,%20ssek%C3%A4n%20%28M%29",debajo%20de%20%28loc.%20prep.%29%0A-%20Debajo%20de%20la%20tierra%20=%20%C3%A6izi%20ssec%C3%A6n%20%28V%29
431,"tam%C3%A6n%20%28C%29,%20tam%C3%A4n%20%28M%29",de%20balde%20%28loc.%20adv.%29
432,"tullpe%20%28M%29,%20tellpe",d%C3%A9bil
433,"ong,%20ssop,%20c%C9%A5oquixll,%20c%C3%A6ss",decena%0A-%20Ong%20%28para%20seres%20vivos%29%0A-%20Ssop%20%28para%20inanimados%29
434,terkemssek%20%28M%29,decidia
435,"ma%C3%B1ap%20%28M%29,%20ma%C3%B1%C3%A6paz%20%28C%29,%20ek%20%28M%29","decir,%20nombrar,%20pronunciar"
436,"eek%20%28M%29,%20eng%20%28C%29%28M%29","decir,%20creer,%20considerar%0A-%20Decir%20una%20cosa%20=%20ec%20ei%C3%B1,%20ec%20az,%20ec%20%C3%A6d%20%28V%29"
437,%C2%BFi%C3%B1%20ich%3F%20%28M%29,%C2%BFde%20d%C3%B3nde%3F
438,"mechse%20%28V%29,%20llem%C3%B1o%20%28C%29,%20llamno%20%28M%29",dedos
439,aiu%20ngo%20%28V%29,"de%20%C3%A9l,%20de%20ella,%20de%20aquel"
440,aiung%20%C3%A6no%20%28V%29,de%20ellos
441,mungo%20%28V%29,de%20este%0A-%20De%20%C3%A9stos%20=%20mang%C3%A6%20no%0A-%20Para%20estos%20=%20mung%C3%A6no%20p%C3%A6n%20%28V%29
442,%C3%B1eted%20%28B%29,defecar
443,tumanang%20%28V%29,d%C3%A9jalo%0A-%20D%C3%A9jalo%20usted%20=%20tumang%20chi%20%28V%29
444,"toc%20%28C%29,%20tokn%20%28M%29",dejar
445,aie%20c%C3%A6m%20%28V%29,de%20la%20misma%20manera
446,"tu%20t%C3%A6c,%20men%20tot%20%28M%29,%20totek%20%28M%29",delante%0A-%20Por%20delante%20=%20tut%C3%A6c%20%28V%29
447,chiin%20%28C%29,deleitarse
448,tsaku,delgado
449,"aie%20ss%C3%A4n%20%28M%29,%20aie%C3%A7%C3%A6n%20%28C%29",del%20mismo%20modo
450,"mailuc%C9%A5%20%28C%29,%20mulluch%20%28M%29",de%20madrugada
451,"neizna%20%28C%29,%20neisna%20%28M%29",de%20ma%C3%B1ana%20%28loc.%20adv.%29
452,kam,demasiado
453,"l%C3%A6y%C3%A6c%20an%20mac%C9%A5%20%28C%29,%20jech%C3%A4k",de%20memoria
454,"amos%20%28C%29,%20pissozta",de%20ninguna%20manera
455,"olo,%20olp%C3%A4k,%20olpek%20%28M%29",dentro
456,xllecna,de%20por%20s%C3%AD
457,"coxll%20%28C%29,%20%C3%B1e%C3%B1%20%28C%29,%20%C3%B1ie%C3%B1%20%28V%29","deporte,%20jugar"
458,emio%20%28V%29,de%20qu%C3%A9%20manera%20%28c%C3%B3mo%29
459,icho%20%28V%29,de%20qui%C3%A9n%0A-%20Para%20qui%C3%A9n%20=%20icho%20p%C3%A6n%20%28V%29
460,"om%20jem%20%28M%29,%20ongxll%C3%A6m%20%28C%29",derecho%20%28lado%29
461,"cherun%20%28M%29,%20petot%20%28M%29",derecho%20%28recto%29
462,"tuctam%C3%A6n%20%28V%29,%20rip%C3%A6n%20%28C%29,%20rip%C3%A4n%20%28M%29,%20tip%C3%A4n%20%28M%29",de%20repente
463,pikassek%20%28M%29,"derroche,%20largueza"
464,"s%C3%A9psak,%20s%C3%A9psok",desabrigo%28a%29
465,"ssolei%C3%B1,%20ssol%C3%A6z,%20ss%C3%A6l%C3%A6d%20%28V%29",desatar
466,somei%C3%B1%20%28M%29,descansar%20en
467,"t%C3%A6xll%20%28C%29,%20tuij%20%28M%29","descubrir,%20sacar"
468,ciuqich%20na%20%28V%29,desde%20all%C3%A1
469,exllec%20ixna%20%28V%29,desde%20cuando
470,epek%20%28M%29,desde%20entonces
471,"lliqu%20%28C%29,%20llik%20%28M%29","desear,%20querer%0A-%20Desear%20a%20una%20mujer%20=%20iam%20ei%C3%B1ak%20%28V%29"
472,pircaf,desempleado
473,toij%20%28M%29,desenterrar
474,s%C3%A4pat%20tot,desmayar%0A-%20Ya%20se%20desmay%C3%B3%20=%20%C3%A1ngas%20s%C3%A4pat%20tot%20%28B%29
475,"rog%20%28L%29,%20roj",desnudo
476,"locan,%20locan%20chi%20%28V%29",despedirse%0A-%20Locan%20%28de%20uno%29%0A-%20Locan%20chi%20%28de%20varios%29
477,noksan,despu%C3%A9s%20%28adv%29
478,menk%20%28M%29,destruir
479,"pucheque%20%28KH-PK%29%28Q%29,%20pucheke%20%28M%29",desvanecido
480,"lequich%20%28V%29,%20tzh%C3%A6ngo%20%28V%29","de%20ti,%20de%20aquel"
481,tzh%C3%A6ich%20%28C%29,de%20ustedes
482,fenchep%20%28M%29,detr%C3%A1s%0A-%20Por%20detr%C3%A1s%20=%20turquich%20%28V%29
483,"llei%C3%B1%20%28M%29,%20nomei%C3%B1%20%28M%29","devorar,%20tragar"
484,"unam%20%28L%29%28Z%29,%20ineng%20%28C%29,%20inen%20%28M%29,%20l%C3%BCn,%20naus%20%28V%29","d%C3%ADa,%20luz"
485,etim%20%28B%29,"d%C3%ADa,%20luz%20del%20d%C3%ADa"
486,lec%C9%A5%C3%A6c%20xllang%20%28V%29,a%20medio%20d%C3%ADa%0A-%20%C2%BFQu%C3%A9%20tal%20d%C3%ADa%3F%20=%20%C2%BFernes%20unam%3F%0A-%20El%20otro%20d%C3%ADa%20%28pasado%20ma%C3%B1ana%29%20=%20on%C3%A6c%20pelen%20%28V%29
487,"purch%C3%B3pok%20%28M%29,%20porsh%C3%B3peque%20%28B%29","diablo,%20demonio"
488,"eng,%20%C3%A6z%20%28V%29",dices
489,"uschequic%20%28L%29,%20erchequic%20%28B%29,%20%C3%A6chan%20%28B%29,%20utezan%20%28Bas%29",dientes
490,eng%20ei%C3%B1%20%28V%29,digo
491,"jiay%20%28RS%29%28V%29,%20jiai%20%28L%29%28Z%29,%20jiaiy%20%28Q%29,%20xllaxll%20%28C%29",dinero
492,"yos%20%28Mar%29,%20Diosi%20%28M%29,%20Dios","Dios%0A-%20Por%20Dios%20=%20Dios%20tim,%20Dios%20tim%20na%20%28V%29%0A-%20Hijo%20de%20Dios%20=%20Diosi%20eiz%0A-%20Ni%C3%B1o%20Dios%20=%20Chijllu%20%28M%29%0A-%20Madre%20de%20Dios%20=%20Diosi%20eng%0A-%20Anda%20con%20Dios%20=%20t%C3%BCtan%20Dios%20tana%0A-%20Dios%20est%C3%A1%20en%20vuestro%20coraz%C3%B3n%20=%20Dios%20maz%20fil%20c%C3%A6m%20polenic%0A-%20Seg%C3%BAn%20el%20mandato%20de%20Dios%20=%20Diosi%20ssap%20man"
493,shi%20%28B%29,"diosa,%20luna"
494,cherun%20%28M%29,directo
495,"chuk%20%28M%29,%20ch%C3%A9run%20%28M%29",dirigir%0A-%20Dirigir%20la%20atenci%C3%B3n%20=%20t%C3%A4m
496,efkossek,disculpe
497,menk%20kuj,disenter%C3%ADa
498,grelis%20%28RS%29,disimulando
499,jum%20%28M%29,disminuir
500,chin%20%28M%29,divertirse
501,"rrek,%20rrep","divieso,%20grano%20en%20la%20piel%20%28chupo%29"
502,alec%20pong,divinidad%20%28en%20piedra%29
503,ch%C3%A4p%20%28M%29,doblar
504,rr%C3%B3nom%20%28M%29,doler
505,"rronom%C3%A7%C3%A6c%20%28C%29,%20ronomcec%20%28M%29","dolor%0A-%20%C2%BFTe%20duele%3F%20=%20%C2%BFronampa%3F%0A-%20%C2%BFTe%20duele%20la%20mano%3F%20=%20%C2%BFmodsa%20ronampa%3F%0A-%20No%20tengas%20dolor,%20pena%20=%20amoz%20t%C3%A6cpa%20pol%C3%A6ng"
506,"farrek,%20fark%20%28B%29,%20nak%C3%ADnen",domingo
507,chiz%C3%A6r%20%28C%29,"don,%20gracia,%20bien"
508,pika%20ss%C3%A4k%20%28M%29,"donativo,%20liberalidad"
509,"i%C3%B1ikuk,%20i%C3%B1icuc",doncella
510,i%C3%B1ikuk%20ich%20ll%C3%A4r,doncella%20de%20la%20paz
511,ininki%20%28M%29,donde
512,in%20%28M%29,%C2%BFd%C3%B3nde%3F%20%28pron.%20interr.%29%0A-%20%C2%BFDe%20d%C3%B3nde%20vienes%3F%20=%20%C2%BFin%20ichozta%3F%0A-%20%C2%BFHacia%20d%C3%B3nde%20vas%3F%20=%20%C2%BFintot%20naz%20t%C3%A6c%3F%20%28V%29
513,%C2%BFinas%20lok%3F,%C2%BFd%C3%B3nde%20est%C3%A1s%3F%0A-%20En%20donde%20est%C3%A1%20=%20inang%20loc%20%28M%29%0A-%20A%20donde%20ti%20=%20tzh%C3%A6ng%20lec
514,"%C3%A7iadcu%20%28C%29,%20%C3%A7iadka",dormil%C3%B3n%0A-%20Todav%C3%ADa%20duerme%20=%20chipang%20ciad
515,"siad%20%28M%29,%20jiad%20%28RS%29%28L%29%28Q%29%28Z%29,%20j%C3%ADa%20%28K%29",dormir%0A-%20Ya%20est%C3%A1%20durmiendo%20=%20ciada%20c%C9%A5%C3%A6m%20ang%20%28V%29
516,"apute%20%28KOS%29,%20aput%20%28L%29,%20apud%20%28V%29",dos
517,"jep%C3%A4k%20%28M%29,%20jupak%20%28M%29,%20jupk%C3%A4r%C3%B3",due%C3%B1o
518,"cu%C3%B1%20cu%C3%B1%20%28B%29,%20ko%C3%B1ik%20%28M%29",dulce
519,fanang%20%28M%29,durante
520,kuj%20jang%20%28M%29,durante%20la%20puesta%20del%20sol
521,"churr%20%28M%29,%20tsurr%20%28M%29,%20pupo","duro,%20fuerte"
522,"c%C3%A6tzhqu%20%28C%29,%20kutsk%20%28M%29","echar,%20dar,%20enviar"
523,"sok%20%28M%29,%20k%C3%B6ts%20%28B%29",echar
524,jom%20p%C3%A4k,"efectivamente,%20en%20efecto"
525,"machko%20%28M%29,%20mac%C9%A5co%20%28C%29","efectuar,%20cumplir"
526,"chepmong%20%28M%29,%20ch%C3%A4pmong%20%28M%29","efigie,%20imagen,%20retrato"
527,"ching,%20ai%20of",%C3%A9l%20es.%20%0A-%20Ai%20of%20=%20s%C3%ADncopa%20de%20aio%20fe%20%28V%29
528,chip%C3%A6c%20%28V%29,%C3%A9l%20que%20es
529,"xllipc%C3%A6p%C3%A6c%20%28C%29,%20xllipc%C3%A6pc%C3%A6ro%20%28C%29",%C3%A9l%20que%20habla
530,hecha%20guara%20%28RS%29,est%C3%A1%20elegante
531,"chijllu%20%28M%29,%20c%C9%A5umep%20%28C%29","elegido,%20ni%C3%B1o%20Dios"
532,sak%20%28M%29,elegir%20%28en%20elecciones%29
533,ciong%20%C3%A6n,ellos%0A-%20Para%20ellos%20=%20ciung%20%C3%A6no
534,"secfane%20%28PK%29,%20sec%20secfane%20%28L%29%28Q%29,%20po%C3%B1%20%28M%29","embarazada,%20col%C3%A9rica"
535,"chum%20%28M%29,%20c%C9%A5%C3%A6mep%20%28C%29,%20c%C9%A5umep%20%28C%29",emborracharse
536,"folei%C3%B1%20%28M%29,%20foi",empoliar
537,nuk%20%28M%29,empujar
538,nik%20%28M%29,en%0A-%20En%20aquel%20entonces%20=%20ssi%C3%A9%20jek%20%28M%29
539,kos,enamorar%0A-%20Enamorado%20=%20tsaimote
540,cap%C3%A6c%20%28V%29,encima%0A-%20Encima%20de%20la%20tierra%20=%20%C3%A6zi%20capec%20%28V%29
541,"turr,%20uiseker,%20%C3%BAsek",enea
542,xllang%20musseio%20%28V%29,enemigo
543,"nic%20%28C%29,%20nik%20%28M%29",en%20medio%20de
544,"amoss%20%28C%29%28M%29,%20pissozta%20%28C%29%28M%29",en%20%28de%29%20ninguna%20manera
545,cie%20xllec%20%28C%29,entonces
546,olp%C3%A4k%20na%20%28M%29,en%20torno%20%28al%20interior%29
547,fei%20%28M%29,encargar
548,"cap%C3%A6c%20%28C%29,%20kapak%20%28M%29,%20lec%C9%A5%C3%A6c%20%28C%29,%20jech%C3%A4k%20%28M%29",encima%20de%0A-%20Encima%20del%20sol%20=%20lec%C9%A5%C3%A6c%20xllang%20%28V%29
549,kep%20%28M%29,encontrar
550,"jangmu%20%28M%29,%20jangmuss%20%28M%29,%20xllangmuss%20%28C%29",enemigo
551,"chamassek%20%28M%29,%20chamass%C3%A4k","enfado,%20indignaci%C3%B3n"
552,"ul%20%28M%29,%20uj%20%28M%29",enfermarse
553,ulo%20chid%20%28M%29,enfermedad
554,"%C3%A6lap%C3%A6c%20%28C%29,%20ulang%20%28Bas%29",enfermo
555,"ch%C3%A4j%20%28M%29,%20chajei%C3%B1%20%28M%29",enfriar
556,"m%C3%A6z%C3%A6%20mai%C3%B1%20%28C%29,%20m%C3%A6c%C3%A6m%20%28C%29","enmendarse,%20escarmentar"
557,catung%20nic%20%28C%29,en%20la%20plaza
558,lapang%20nic%20%28C%29,en%20la%20lapa
559,ch%C3%A4tu,enojado
560,c%C9%A5amc%20%28C%29,"enojar%0A-%20Enojar%20a%20otro%20=%20c%C9%A5am%20coi%C3%B1,%20c%C9%A5am%20coz%20%28V%29"
561,"cham%C3%A6doi%C3%B1%20%28C%29,%20cham%C3%A6d%20%28C%29,%20cham%20%28M%29",enojarse
562,chamassek%20%28M%29,enojo
563,apissek%20%28M%29,"ense%C3%B1anza,%20conocimiento"
564,"nyok%20%28B%29,%20%C3%B1okei%C3%B1","ense%C3%B1ar,%20mostrar"
565,iats%20%28M%29,ensuciar
